,id,no_civique,rue,no_local,code_postal,etage,entreprise,telephone,enfant,type_etablissement,usage_1,usage_2,usage_3,type_scian,secteur_nom,classe_nom,neq,secteur_commercial,grandes_chaines,date_creation,date_modification,Longitude,Latitude
2458,0bc211e4-5d62-4180-a6cd-45c78a8a2f88,2257,Rue King Ouest,2257,J1J 2G2,1,LASER KING EVOLUTION,819 822-2888,False,Commerce,"Restauration, divertissement et hôtellerie",Installations sportives et de loisirs,Salles de jeux électroniques,713120.0,"Arts, spectacles et loisirs",Salles de jeux électroniques,1171985113.0,Jacques-Cartier,False,2020-04-16,2024-08-06,-71.92827452247535,45.40016481609922
2461,0a7b9289-9cad-4831-a13b-259da156f053,2273,Rue King Ouest,2273,J1J 2G2,1,VACANT,,False,Commerce,VACANT,VACANT,VACANT,999998.0,Vacant,VACANT,,Jacques-Cartier,False,2020-04-16,2024-08-02,-71.92882287822488,45.4003666086555
2463,da5a5d9d-48bd-45de-a65b-b1dae1b9d8dc,2265,Rue King Ouest,2265,J1J 2G2,1,CHOCO-LÀ,819 822-1771,False,Commerce,Biens courants,Alimentation,Confiseries et magasins de noix,445292.0,Commerce de détail,Confiseries et magasins de noix,1165286163.0,Jacques-Cartier,False,2020-04-16,2024-08-06,-71.92857532774677,45.40028020915718
2464,3ec4ac60-2c72-4b4d-a880-5b2ec30c0cc8,2283,Rue King Ouest,2283,J1J 2G2,1,LE GRENIER,819 562-9900,False,Commerce,Biens semi-courants,Mode,Magasins de vêtements pour femmes,458112.0,Commerce de détail,Détaillants de vêtements pour femmes,1144015568.0,Jacques-Cartier,True,2020-04-16,2024-08-06,-71.92907506915608,45.40035993663236
2465,f0ec9d31-a776-4b18-9382-89873bd1df1f,520,Boulevard Lavigerie,,J1G 4Z9,"-1, 1, 2",CASERNE INCENDIE HECTOR-CAMIRAND,819 823-8000,False,Institution,Organismes publics et privés,Organismes publics,Services municipaux de lutte contre les incendies,913140.0,Administrations publiques,Services municipaux de lutte contre les incendies,8831854920.0,Fleurimont,False,2019-12-07,2024-07-05,-71.86789139999999,45.3999011
2466,391e5266-0ce0-4b74-9978-44119a22778c,860,Rue Longpré,,J1G 5B9,1,GARAGE YVAN BÉDARD,819 573-0018,False,Commerce,Services aux consommateurs,Entretien automobile,Réparations générales de véhicules automobiles,811111.0,Autres services (sauf les administrations publiques),Réparations générales de véhicules automobiles,2266345745.0,Fleurimont,False,2021-07-20,2024-07-08,-71.8580662,45.3949917
2467,efca4e92-99a5-4c4e-83b2-214e2cfa9fbe,862,Rue Longpré,,J1G 5B9,1,DISTILLERIE MCMANAMY,819 437-1763,False,Commerce de gros/para-industriel,Fabrication,Bières vins et spiritueux,Distilleries,312140.0,Fabrication,Distilleries,1175295741.0,Fleurimont,False,2019-12-07,2024-07-08,-71.8580662,45.3949917
2468,33b771cc-e2c1-4ded-9d1e-8c2950ac7048,1482,12e Avenue Nord,,J1E 3V5,1,GULF LUBEXPRESS,,False,Commerce,Services aux consommateurs,Entretien automobile,Réparations générales de véhicules automobiles,811111.0,Autres services (sauf les administrations publiques),Réparations générales de véhicules automobiles,1173969990.0,Fleurimont,False,2019-12-07,2024-06-11,-71.86848499999999,45.4274899
2470,61090d4c-e10b-4a8f-9034-ff4b8b134238,426,Rue du Conseil,,J1G 1J7,1,VACANT,,False,Commerce,VACANT,VACANT,VACANT,999998.0,Vacant,VACANT,,Fleurimont,False,2019-12-07,2024-05-10,-71.87911620000001,45.4033569
2471,c86f7745-dbad-4571-9df2-4f08a58e7653,2485,Rue King Est,,J1G 5G9,1,FLORDECO COUVRE-PLANCHERS M. DOYON,819 791-5551,False,Commerce,Biens réfléchis,Matériaux de construction spécialisés,Magasins de revêtements de sol,449121.0,Commerce de détail,Détaillants de revêtements de sol,1146819546.0,Fleurimont,False,2019-12-07,2024-05-16,-71.8354854,45.4132691
2472,93d7416a-7406-499a-8900-70a5076e47de,790,Rue King Est,,J1G 1C7,1,RESTAURANT EGGSFRUITS - WOK PALACE,819 300-1515,False,Commerce,"Restauration, divertissement et hôtellerie",Restauration,Restaurants à service complet,722511.0,Services d'hébergement et de restauration,Restaurants à service complet,1169872869.0,Fleurimont,False,2019-12-07,2024-05-30,-71.87111829999999,45.4070184
2473,8da96819-a895-4d69-b5cb-5703af21fa27,660,Rue Bowen Sud,,J1G 2E9,1,JACK FLAT BBQ,,False,Commerce,"Restauration, divertissement et hôtellerie",Restauration,Restaurants à service complet,722511.0,Services d'hébergement et de restauration,Restaurants à service complet,1179084430.0,Fleurimont,False,2019-12-07,2024-09-13,-71.8779654,45.396431
2474,0ae9d774-2baf-47f5-b338-5d8c0b4db7ae,502,Rue du Conseil,,J1G 1K1,1,ÉCOLE DE COUTURE FRIBRELLE,819 820-7492,False,Commerce,Services aux consommateurs,Centre de formation,Tous les autres établissements d'enseignement et de formation,611690.0,Services d'enseignement,Tous les autres établissements d'enseignement et de formation,,Fleurimont,False,2024-05-10,2024-05-23,-71.87754614838312,45.40347431407535
2475,fe96e142-94ff-4660-9bd3-df75c94ba852,699,Rue du Conseil,,J1G 1K8,1,LATTITUDE CENTRE DE BEAUTÉ,819 212-8170,False,Commerce,Services aux consommateurs,Soins personnels,Salons de beauté,812115.0,Autres services (sauf les administrations publiques),Salons de beauté,2266773995.0,Fleurimont,True,2022-10-04,2024-06-06,-71.8733445,45.403879
2476,0ea7ea03-bf2b-4fc6-bc77-7cb9e85e5316,713,Rue du Conseil,,J1G 1K8,1,VACANT,,False,Commerce,VACANT,VACANT,VACANT,999998.0,Vacant,VACANT,,Fleurimont,False,2019-12-07,2024-05-10,-71.8733445,45.403879
2478,908711b1-f4ca-45c2-ad76-17c8f4cbbc68,725,Rue du Conseil,,J1G 1K8,-1,VACANT,,False,Commerce,VACANT,VACANT,VACANT,999998.0,Vacant,VACANT,,Fleurimont,False,2024-05-10,2024-05-10,-71.87334362373436,45.40387699035644
2479,f430e889-1065-4507-980b-b2d0a0acbef5,942,Rue Galt Est,,J1G 1Y5,1,SUBWAY,819 566-7447,False,Commerce,"Restauration, divertissement et hôtellerie",Restauration,"Restaurants rapides, Cantines",722512.0,Services d'hébergement et de restauration,Établissements de restauration à service restreint,1175087981.0,Fleurimont,True,2019-12-07,2024-07-10,-71.86794180000001,45.3960698
2480,617bc990-c330-4ad8-8c5f-9b02929dcaf0,453,Rue du Conseil,,J1G 1J8,1,MEUBLES CONSEIL ENR.,819 346-7169,False,Commerce,Biens semi-courants,Marchandises d'occasion,Marchandises d'occasion,459510.0,Commerce de détail,Détaillants de marchandises d'occasion,,Fleurimont,False,2019-12-07,2024-05-10,-71.8786872,45.40373350000001
2481,5e2178d3-5d38-43dc-9c17-afde69aefae9,2993,Rue King Est,,J1G 5J1,1,STEVE THIBAULT MECANIQUE,819 578-3987,False,Commerce,Services aux consommateurs,Entretien automobile,Réparations générales de véhicules automobiles,811111.0,Autres services (sauf les administrations publiques),Réparations générales de véhicules automobiles,,Fleurimont,False,2023-05-18,2024-05-16,-71.8299186,45.41768349999998
2482,331094c2-b755-4264-aca4-2d1886daa889,2989,Rue King Est,,J1G 5J1,1,PRO GYPSE INC,819 342-4892,False,Commerce de gros/para-industriel,Construction,Construction,Entrepreneurs en autres travaux de finition de bâtiment,238390.0,Construction,Entrepreneurs en autres travaux de finition de bâtiment,1176508308.0,Fleurimont,False,2023-05-18,2024-05-16,-71.8299186,45.41768349999998
2483,d943d087-721e-4173-b1bb-f85eba43d841,2991,Rue King Est,,J1G 5J1,1,COMPTOIR QUARTZ & GRANIT,,False,Commerce de gros/para-industriel,Fabrication,Mobilier,Fabrication d'armoires et de comptoirs de cuisine en bois,337110.0,Fabrication,Fabrication d'armoires et de comptoirs de cuisine en bois,,Fleurimont,False,2022-12-08,2024-05-08,-71.8299186,45.4176835
2484,49ca024b-ace1-412e-bdf0-52ced279d068,2995,Rue King Est,,J1G 5J1,1,CUSTEAU PEINTURE INC.,819 348-0021,False,Commerce,Services aux consommateurs,Entretien automobile,"Réparation et entretien de la carrosserie, de la peinture et de l'intérieur de véhicules automobiles",811121.0,Autres services (sauf les administrations publiques),"Réparation et entretien de la carrosserie, de la peinture et de l'intérieur de véhicules automobiles",1144130706.0,Fleurimont,False,2019-12-07,2024-05-16,-71.8299186,45.4176835
2485,175d09f0-6562-42a0-9e30-2abfeb80eca7,475,Rue Papineau,,J1E 1X7,1,VACANT,,False,Commerce,VACANT,VACANT,VACANT,999998.0,Vacant,VACANT,,Fleurimont,False,2019-12-07,2024-06-13,-71.8785493,45.4092178
2486,b7cc6141-0380-4d5e-82b7-c938f42a7d1c,1700,Rue Achille-Barrière,,J1H 0B8,1,VACANT,,False,Commerce de gros/para-industriel,VACANT,VACANT,VACANT,999998.0,Vacant,VACANT,,Fleurimont,False,2020-02-18,2024-06-27,-71.9112942,45.4312158
2487,c8fb6b47-b505-4d43-acf0-bad66ed7116b,1632,Rue Achille-Barrière,,J1H 0B8,1,R. P. VERPAELST INC.,819 569-1101,False,Commerce de gros/para-industriel,Transport,Transport de marchandises,Transport local par camion de vrac solide,484222.0,Transport et entreposage,Transport local par camion de vrac solide,1140035735.0,Fleurimont,False,2019-12-07,2024-06-27,-71.9094783,45.4296348
2488,58cbac66-c963-4f44-89d9-15c3535fa4d4,765,Rue Goretti,,J1E 3H3,1,DÉPANNEUR BONI-SOIR,819 566-1766,False,Commerce,Biens courants,Alimentation,Stations-service avec dépanneurs,457110.0,Commerce de détail,Stations-service avec dépanneurs,1167738310.0,Fleurimont,True,2019-12-07,2024-06-27,-71.8959558,45.4114166
2489,41fb08b0-41fa-4792-bb53-43c2f17903e7,340,Rue Kennedy Nord,,J1E 2E7,"1, 2",CPE MANCHE DE PELLE,819 562-0793,False,Commerce,Services professionnels,Centre de la petite enfance (CPE) et garderie,Services de garderie,624410.0,Soins de santé et assistance sociale,Services de garderie,1142597765.0,Fleurimont,False,2019-12-07,2024-06-27,-71.8878684,45.40934540000001
2490,8d09261b-3932-4f58-a1e5-a494d5476f5a,600,Rue du Cégep,,J1E 3T6,1,STADE AMÉDÉE-ROY,819 821-5885,False,Lieu public,"Restauration, divertissement et hôtellerie",Installations sportives et de loisirs,Exploitants de stades et autres diffuseurs avec installations,711319.0,"Arts, spectacles et loisirs",Exploitants de stades et autres diffuseurs avec installations,8831854920.0,Fleurimont,False,2019-12-07,2024-06-27,-71.8875305,45.4134849
2491,af1132ab-b4cd-4565-80ce-40baa178172d,195,Rue Mont-Plaisant,,J1E 2A5,"-1, 1",CPE LE BILBOQUET,819 564-7400,False,Commerce,Services professionnels,Centre de la petite enfance (CPE) et garderie,Services de garderie,624410.0,Soins de santé et assistance sociale,Services de garderie,1144445849.0,Fleurimont,False,2020-07-01,2024-06-27,-71.88476519999999,45.4080756
2492,8e89bf3f-05ea-437d-9800-c81acc6f5a24,601,Rue Saint-Michel,,J1E 2L2,1,ÉGLISE LE CARREFOUR,819 563-4016,False,Institution,Organismes publics et privés,Organismes religieux,Organismes religieux,813110.0,Autres services (sauf les administrations publiques),Organismes religieux,1149849433.0,Fleurimont,False,2019-12-07,2024-06-25,-71.8829667,45.41623320000001
2493,8d5cb4a6-9762-4588-acab-1191c33b3ee8,339,Rue King Est,,J1G 1B3,1,TIM HORTONS,819 569-3343,False,Commerce,"Restauration, divertissement et hôtellerie",Restauration,"Restaurants rapides, Cantines",722512.0,Services d'hébergement et de restauration,Établissements de restauration à service restreint,1174147869.0,Fleurimont,True,2019-12-07,2024-06-14,-71.8821801,45.407586
2494,a871318a-70b7-4e3b-9e40-0b298c44c01e,485,Rue du 24-Juin,,J1E 1H1,1,COOPÉRATIVE FUNÉRAIRE DE L'ESTRIE,819 565-7646,False,Commerce,Services aux consommateurs,Services funéraires,Salons funéraires,812210.0,Autres services (sauf les administrations publiques),Salons funéraires,1144983278.0,Fleurimont,False,2019-12-07,2024-06-25,-71.8812801,45.4237801
2495,eadd0bee-382d-4a35-84f3-5b2216d38305,366,Rue Saint-Michel,,J1E 2K7,"-1, 1",ÉGLISE NÉO-APOSTOLIQUE,819 884-2862,False,Institution,Organismes publics et privés,Organismes religieux,Organismes religieux,813110.0,Autres services (sauf les administrations publiques),Organismes religieux,1161937348.0,Fleurimont,False,2019-12-07,2024-06-27,-71.87978009999999,45.41220450000001
2496,eb0358cd-12d8-4530-9cb2-dd39567ff63c,565,Rue Triest,,J1E 2M7,"1, 2, 3",ÉCOLE PRIMAIRE PIE-X-DE-L'ASSOMPTION,819 822-5668,False,Institution,Services d'enseignement,Services d'enseignement,Écoles primaires et secondaires,611110.0,Services d'enseignement,Écoles primaires et secondaires,8831850100.0,Fleurimont,False,2019-12-07,2024-06-25,-71.8797991,45.4159402
2497,72d32e52-f999-4673-aa3d-f5fb8dc51aae,452,Rue Papineau,,J1E 1X6,1,SALON PASSION COIFFURE,819 822-0866,False,Commerce,Services aux consommateurs,Soins personnels,Salons de coiffure pour hommes,812114.0,Autres services (sauf les administrations publiques),Salons de coiffure pour hommes,,Fleurimont,False,2019-12-07,2024-06-13,-71.87859820000001,45.4088728
2498,9a73f933-e6a8-4a84-aafa-561c2f96a5da,450,Rue Papineau,,J1E 1X6,1,SALON BEL-AIR,819 823-2125,False,Commerce,Services aux consommateurs,Soins personnels,Salons de coiffure unisexes,812116.0,Autres services (sauf les administrations publiques),Salons de coiffure unisexes,2271950018.0,Fleurimont,False,2019-12-07,2024-06-13,-71.87859820000001,45.4088728
2499,a7c40d78-51ff-4e5c-9541-4d11ae1ca027,522,Rue du Conseil,,J1G1K1,1,LE PLAN B,,False,Commerce,Biens semi-courants,Marchandises d'occasion,Marchandises d'occasion,459510.0,Commerce de détail,Détaillants de marchandises d'occasion,,Fleurimont,False,2024-05-10,2024-05-10,-71.87716002001119,45.40350698361576
2500,85912cc4-020a-4ead-940e-def4d3a110c5,485,Rue du Conseil,,J1G 1J8,1,DÉPANNEUR CONSEIL,819 822-2796,False,Commerce,Biens courants,Alimentation,Dépanneurs,445131.0,Commerce de détail,Dépanneurs,1170382817.0,Fleurimont,False,2019-12-07,2024-05-10,-71.8780068,45.4038939
2501,adb5681f-00e4-4573-8c80-dfb8f1b678a3,532,Rue du Conseil,,J1G 1K1,1,VACANT,,False,Commerce,VACANT,VACANT,VACANT,999998.0,Vacant,VACANT,,Fleurimont,False,2019-12-07,2024-05-10,-71.8769744,45.40345089999999
2502,fa058767-c58a-4e27-a948-f2929848ec29,564,Rue Papineau,,J1E 1X8,1,CORDONNERIE ROY,819 822-3171,False,Commerce,Services aux consommateurs,Réparation,Réparation de chaussures et de maroquinerie,811430.0,Autres services (sauf les administrations publiques),Réparation de chaussures et de maroquinerie,2262691043.0,Fleurimont,False,2019-12-07,2024-06-27,-71.8767743,45.4098289
2503,cec62890-b261-4c03-8671-8250a715cd85,1077,Rue Talbot,,J1G 2P3,1,TRANSDEV LIMOCAR,819 829-2299,False,Commerce de gros/para-industriel,Transport,Transport de personnes,Transport interurbain et rural par autocar,485210.0,Transport et entreposage,Transport interurbain et rural par autocar,1143658871.0,Fleurimont,False,2021-10-20,2024-06-27,-71.8765659,45.3886144
2504,7be3af65-d6fc-407e-bc65-bad7cda38e71,28,7e Avenue Nord,,J1E 2R5,1,KOUZI KOUZA,819 572-2392,False,Commerce,Services aux consommateurs,Entretien des tissus,Couture (réparation),811490.0,Autres services (sauf les administrations publiques),Autres services de réparation et d'entretien d'articles personnels et ménagers,2266369323.0,Fleurimont,False,2023-04-28,2024-06-27,-71.87560479743716,45.40861011609591
2505,5d637799-5fe0-4f76-bb74-9939d56c7ef2,601,Rue du Conseil,,J1G 1K4,"1, 2",STEVE L. ELKAS RÉSIDENCE FUNÉRAIRE,819 565-1155,False,Commerce,Services aux consommateurs,Services funéraires,Salons funéraires,812210.0,Autres services (sauf les administrations publiques),Salons funéraires,1140890402.0,Fleurimont,False,2019-12-07,2024-06-06,-71.87538769999999,45.40390120000001
2506,9083cf88-df3a-4394-a9ac-349c6622d4c5,765,Rue Terrill,,J1E 1L8,1,MARCHÉ TERRILL,819 569-5977,False,Commerce,Biens courants,Alimentation,Dépanneurs,445131.0,Commerce de détail,Dépanneurs,1147815378.0,Fleurimont,False,2019-12-07,2024-06-25,-71.87458269999999,45.4166659
2507,f409b7ca-8259-43ca-a1ac-1069ccb7f68e,1085,12e Avenue Nord,,J1E 2X4,1,QUINCAILLERIE 4 SAISONS ENR.,819 562-2230,False,Commerce,Biens semi-courants,"Quincaillerie, centre de rénovation, jardinage",Quincailleries,444140.0,Commerce de détail,Quincailleries,1169299469.0,Fleurimont,False,2019-12-07,2024-06-07,-71.8744823,45.422986
2508,963ae037-b014-4968-a7ca-7f31644fb318,1137,12e Avenue Nord,,J1E 2X4,-1,VÉLO SHERMONT,819 563-7776,False,Commerce,Biens semi-courants,Sports,Magasins spécialisés en équipement et en fournitures de cyclisme,459113.0,Commerce de détail,Détaillants spécialisés en équipement et en fournitures de cyclisme,1143325802.0,Fleurimont,False,2019-12-07,2024-06-07,-71.8744823,45.422986
2509,3e075291-afcb-441d-876c-75237d2c6243,1169,12e Avenue Nord,,J1E 2X4,1,ORTHÈSE-PROTHÈSE RIVE-SUD INC.,819 564-1450,False,Commerce,Fabrication,Mobilier,Fabrication de fournitures et de matériel médicaux,339110.0,Fabrication,Fabrication de fournitures et de matériel médicaux,1143038553.0,Fleurimont,False,2019-12-07,2024-06-07,-71.8742145,45.4233506
2510,66840043-315c-402a-bd1b-6a416613249f,681,Rue du Conseil,,J1G 1K7,1,UNI-PRO MÉCANIQUE M.B. - LE SPÉCIALISTE,819 569-7982,False,Commerce,Services aux consommateurs,Entretien automobile,Réparations générales de véhicules automobiles,811111.0,Autres services (sauf les administrations publiques),Réparations générales de véhicules automobiles,1161625711.0,Fleurimont,True,2019-12-07,2024-06-06,-71.8740309,45.403995900000005
2511,e0353573-5863-4b86-9a70-219492724e3f,333,9e Avenue Sud,,J1G 2R2,1,VOODOO OBJETS PROMOTIONNELS INC.,819 823-3330,False,Commerce,Services d'affaires,"Industrie de l'information, des arts et de la culture",Distributeurs de publicité par l'objet,541891.0,"Services professionnels, scientifiques et techniques",Distributeurs de publicité par l'objet,1166157637.0,Fleurimont,False,2019-12-07,2024-07-05,-71.87389879999999,45.4030524
2512,53802aa2-51da-419e-87e7-f5883735e52a,1000,12e Avenue Nord,,J1E 2X3,1,BOUCHERIE DE L'ESTRIE,819 563-1353,False,Commerce,Biens courants,Alimentation,Boucheries,445240.0,Commerce de détail,Boucheries,1173690174.0,Fleurimont,False,2019-12-07,2024-06-07,-71.8737285,45.4221149
2513,eb4419b0-f3fb-4b68-b853-412b68afd5db,808,Rue Terrill,,J1E 1M1,1,TRANSMISSION GAUTHIER INC.,819 566-5828,False,Commerce,Services aux consommateurs,Entretien automobile,Autres services de réparation et d'entretien mécaniques et électriques de véhicules automobiles,811199.0,Autres services (sauf les administrations publiques),Tous les autres services de réparation et d'entretien de véhicules automobiles,1142828533.0,Fleurimont,False,2019-12-07,2024-06-07,-71.8735817,45.4161695
2514,ccdac280-75f4-4705-96f5-46bc577fa858,910,12e Avenue Nord,,J1E 2X2,1,COIFFURE CLIN D'OEIL,819 821-2022,False,Commerce,Services aux consommateurs,Soins personnels,Salons de coiffure unisexes,812116.0,Autres services (sauf les administrations publiques),Salons de coiffure unisexes,3341080615.0,Fleurimont,False,2019-12-07,2024-06-07,-71.8736119,45.4211958
2515,6dc5657b-9ec8-4579-9ee9-d401e7126719,918,12e Avenue Nord,,J1E 2X2,1,"TECH MOBILITÉ MG, SERVICES ORTHOPÉDIQUES",819 564-9222,False,Commerce,Fabrication,Mobilier,Fabrication de fournitures et de matériel médicaux,339110.0,Fabrication,Fabrication de fournitures et de matériel médicaux,1163511638.0,Fleurimont,False,2019-12-07,2024-06-07,-71.8736119,45.4211958
2516,5310e27a-bd8b-4a42-8c9c-29c297deb5e4,908,12e Avenue Nord,,J1E 2X2,1,VACANT,,False,Commerce,VACANT,VACANT,VACANT,999998.0,Vacant,VACANT,,Fleurimont,False,2019-12-07,2024-06-07,-71.8736119,45.4211958
2517,db741ce4-b1b5-4e36-9b3f-21376871943c,930,12e Avenue Nord,,J1E 2X2,1,BISTRO 24 JUIN,819 820-0625,False,Commerce,"Restauration, divertissement et hôtellerie",Débits de boissons alcoolisées,Débits de boissons alcoolisées,722410.0,Services d'hébergement et de restauration,Débits de boissons alcoolisées,1149208796.0,Fleurimont,False,2019-12-07,2024-06-07,-71.8736119,45.4211958
2518,2f9a5a7b-9098-486d-a6c7-c15623c90092,825,Rue des Quatre-Saisons,,J1E 3S1,1,COUCHE-TARD,819 562-3944,False,Commerce,Biens courants,Alimentation,Stations-service avec dépanneurs,457110.0,Commerce de détail,Stations-service avec dépanneurs,1142811703.0,Fleurimont,True,2019-12-07,2024-05-08,-71.87335912930068,45.42039012913551
